Index,Date,Classification,CityCode,ExtractedLocation,Text
3639,2019-10-11,Other,"USA.PA.Philadelphia","PA","For a little while there, #spottedlanternfly was a kind of quirky story about squishing weird bugs. That's over: the insect is devastating some vineyards in PA to the point of closure, & researchers are trying to get a grip b4 it reaches the Finger Lakes: https://t.co/NPWCQhXl9r"
3640,2019-10-11,Other,"","PA","rt if you are as passionate as my mom about the infestation of spotted lantern flies in PA #killtheSLF https://t.co/HAtCuctVcf"
3641,2019-10-11,Other,"","","Spotted lanternfly on silver maple...also found them today on red maples. @arborday @TreePhilly https://t.co/Z9VXmshnCf"
3642,2019-10-11,Other,"USA.PA.Philadelphia","","Maybe these spotted lantern flies have been sent to us from the future to save us from extinction from aliens"
3643,2019-10-11,Other,"USA.PA.Pittsburgh","Pittsburgh","How you can help prevent an invasive bug from making Pittsburgh home https://t.co/9eI2Z8ifiN"
3644,2019-10-11,Other,"","","RT @mcall Supervisors approved a plan to treat or remove plants from municipal grounds that the spotted lanternfly is attracted to. https://t.co/kjXTtU2p1D"
3645,2019-10-11,Other,"","","Lower Nazareth joins fight against spotted lanternfly https://t.co/vS4laTWiSu"
3646,2019-10-11,Other,"GBR.Greater London.London","","RT @NPDN Spotted Lanternfly is starting to get national attention. https://t.co/pqN18BliZo"
3647,2019-10-11,Spread/Sighting,"USA.PA.Philadelphia","","View of a tree under siege by spotted lantern flies including stray ones on my window. The birds seem to have discovered the tasty egg sacs. Invasive species impact on a local environment is such a great systems level phenomenon. @NGSSphenomena @NGSSchat @delcoSTEM @TeachPASci https://t.co/dUwiwzI7My"
3648,2019-10-11,Other,"USA.PA.Philadelphia","","Just had a run in with a dead spotted lanternfly. I'm traumatized. I really don't like bugs."
3649,2019-10-11,Other,"","","RT @moonshinedub I feel insignificant bc I haven’t crossed a spotted lantern fly"
3650,2019-10-11,Other,"USA.PA.Philadelphia","","Philly's mandate to kill spotted lantern flies has been one-upped https://t.co/Fvr9UZTIr8"
3651,2019-10-11,Other,"","","Perhaps we can teach them to eat spotted lantern flies? https://t.co/1uR3OF1feC"
3652,2019-10-11,Spread/Sighting,"USA.NY.New York","Pennsylvania","There's an app that turns killing spotted #lanternflies in 14 counties across Pennsylvania into a game https://t.co/z824ocB5oW #FunFriday"
3653,2019-10-11,Other,"USA.PA.Lancaster","Harrisburg, HarrisburgPA","With all the hoopla around the Spotted Lanternfly, it's easy to forget about your lawn! Here's a quick read about keeping things green. https://t.co/LaoyLMqkDn #MyTomBom #LawnCare #Fertilization #LawnExperts #KeepItGreen #Lancaster #LancasterPA #Harrisburg #HarrisburgPA"
3654,2019-10-11,Other,"USA.PA.Pittsburgh","Pittsburgh, https://t.co/msE4evnEMm","How you can help prevent an invasive bug from making Pittsburgh home https://t.co/msE4evnEMm via @WPXI"
3655,2019-10-11,Other,"","Pennsylvania, Ohio","RT @ohiodotcom Spotted lanternflies native to Asia invaded Pennsylvania in 2014. So far, the lanternflies are winning the war. And the bugs, known for their hitchhiking ability, could migrate west. Ohio would provide the ideal environment for lanternflies to take hold. https://t.co/jPBhnv0yoO"
3656,2019-10-11,Other,"","Ohio","RT @EncarnitaPyle Watch out, the spotted lanternflies could be coming Ohio’s way Why does it matter? Lanternflies decimate crops including almonds, apples, blueberries, cherries, peaches, grapes and hops as well as trees @ByBethBurger reports https://t.co/89mMpYwp1o #Lanternflies #IsOhioNext https://t.co/NrqEBKYuK2"
3657,2019-10-11,Other,"","","Rep. Houlahan leads bipartisan effort to eradicate spotted lanternfly https://t.co/4eHtcLH5Sf"
3658,2019-10-11,Other,"","Philly, Florida","RT @maxpcohen From spotted lanternflies in Philly, to 18-foot pythons in Florida and feral hogs all across the country — here are invasive species that the government wants you to kill. Check out my latest for @USATODAY: https://t.co/qZ8XF4LIJ5"
3659,2019-10-11,Other,"","NE","@chrisebrown_ I'm in NE Ohio(where there are no confirmed sightings), and officials are concerned about the potential for spotted lanternflies to come to town. If, God forbid, they do come, I'll likely have to outsource."
3660,2019-10-11,Other,"USA.CA.San Francisco","","RT @YamanakaNaoki Check out this cool video featuring Mark Hoddle ⁦@UCRentomology⁩ explaining his research on spotted lanternflies: https://t.co/iCmlX2PRiw"
3661,2019-10-11,Other,"USA.MD.Baltimore","","RT @GrowingProduce Is the Dreaded Spotted Lanternfly Headed Your Way? https://t.co/lLBd21ubA5 #CropProtection https://t.co/yUhjzBM33O"
3662,2019-10-11,Other,"USA.CA.San Bernardino","","RT @YamanakaNaoki Check out this cool video featuring Mark Hoddle ⁦@UCRentomology⁩ explaining his research on spotted lanternflies: https://t.co/iCmlX2PRiw"
3663,2019-10-11,Other,"","","@IronHillBrewery @USDA @YourDNREC @NCCDE I put it in a bag so y’all can brew it into spotted lanternfly-p-a"
3664,2019-10-11,Other,"","","I had a nightmare about the Spotted Lanternfly. I think I need to take a step back from work."
3665,2019-10-11,Other,"","","RT @NortheastIPM Spotted Lanternfly starting to get national coverage, like this from The Weather Channel. @StopSLF #Invasive #BadFly https://t.co/kT96B4bXeY"
3666,2019-10-11,Other,"","","RT @Britton_leigh Today in #AEE412 we had the ability to ask the experts our questions about the problem solving approach. @JonSeamanAgEd made it real with an example about the spotted lanternfly. #psuAged20 @FosterDanielD"
3667,2019-10-11,Other,"USA.DC.Washington, DC","","RT @NortheastIPM Spotted Lanternfly starting to get national coverage, like this from The Weather Channel. @StopSLF #Invasive #BadFly https://t.co/kT96B4bXeY"
3668,2019-10-11,Other,"","","Today in #AEE412 we had the ability to ask the experts our questions about the problem solving approach. @JonSeamanAgEd made it real with an example about the spotted lanternfly. #psuAged20 @FosterDanielD"
3669,2019-10-11,Other,"","U.S.","RT @PestWorld First documented in the U.S. in 2014, the spotted lanternfly has become a problematic invasive species threatening agriculture in a number of eastern regions. Learn more about them, here: https://t.co/YSoNxSVYup #SpottedLanternfly #SLF"
3670,2019-10-11,Other,"","","RT @NortheastIPM Spotted Lanternfly starting to get national coverage, like this from The Weather Channel. @StopSLF #Invasive #BadFly https://t.co/kT96B4bXeY"
3671,2019-10-11,Other,"","","Lots of progress on our spotted lantern fly art piece!!!! @ESASDJTL https://t.co/6YgRVYFtHB"
3672,2019-10-11,Other,"","⚪, ⚪, ⚪","RT @lukechen17 I am a: ⚪️ Male ⚪️ Female 🔘 PA Resident Interested in: ⚪️ Men ⚪️ Women 🔘 Eliminating spotted lantern flies within a 10 mile radius of my current location"
3673,2019-10-11,Other,"USA.PA.Harrisburg","","RT @ConservationPA .@RepHoulahan got up close and personal with the spotted lanternfly, which threatens grape, tree fruit, hardwood and nursery industries — collectively about $18 billion of the PA’s economy alone. https://t.co/vN5quJgDpF"
3674,2019-10-11,Other,"USA.PA.Philadelphia","","RT @ChescoPlanning Penn State University has been awarded a $7.3 million grant to help advance their research on the invasive #spottedlanternfly. That's great news for the fight against these pesky buggers! https://t.co/hlhHmjab0l"
3675,2019-10-11,Other,"USA.PA.Pittsburgh","Pittsburgh, https://t.co/IE4dLh6XXV","Have you heard of the spotted lanternfly? It's an invasive bug that's spreading across the country. How you can help prevent it from getting to Pittsburgh, NEXT on Channel 11 Morning News at 6:45. https://t.co/FySMQLM9Mw https://t.co/IE4dLh6XXV"
3676,2019-10-11,Spread/Sighting,"","Southbury","RT @U3_Star The Spotted Lanternfly Spotted in Southbury, Residents Take Heed https://t.co/VoSETzy6B9"
3677,2019-10-11,Other,"USA.PA.Pittsburgh","Pittsburgh","RT @JenniferTomazic Bugs make my skin crawl. NEW on @WPXI this morning: How you can help prevent an invasive bug from making Pittsburgh home. https://t.co/XiE0YqIzBU"
3678,2019-10-11,Other,"USA.GA.Atlanta","Pennsylvania","Hordes of spotted lanternflies are flapping through Pennsylvania, threatening agriculture. “Kill it!” a state website blares by way of advice to residents who encounter the flies. “Squash it, smash it … just get rid of it.” https://t.co/859Y8LfhwM"
3679,2019-10-11,Other,"USA.PA.Pittsburgh","Pittsburgh","Bugs make my skin crawl. NEW on @WPXI this morning: How you can help prevent an invasive bug from making Pittsburgh home. https://t.co/XiE0YqIzBU"
3680,2019-10-11,Other,"USA.PA.Pittsburgh","Pittsburgh","Have you heard of the spotted lanternfly? It's an invasive bug that's spreading across the country. How you can help prevent it from getting to Pittsburgh, on Channel 11 Morning News at 6:45. https://t.co/FySMQLM9Mw https://t.co/GsKH2uf59L"
3681,2019-10-11,Other,"","Pittsburgh","How you can help prevent an invasive bug from making Pittsburgh home https://t.co/OHeUNCMATy"
3682,2019-10-11,Other,"","","Spotted lantern flies could be coming your way #invasive https://t.co/rdQ2LteLZK"
3683,2019-10-11,Other,"","Pittsburgh","RT @WPXI Have you heard of the spotted lanternfly? It's an invasive bug that's spreading across the country. How you can help prevent it from getting to Pittsburgh, coming up on 11 News at 6:45. https://t.co/E8IYimVWtW"
3684,2019-10-11,Other,"","North Dakota","RT @FriendEden100 A new destructive invasive pest, called the Spotted Lanternflies, is wreaking havoc in Eastern portions of the U.S. The Department of Agriculture expects the invasive species to cause billions in damage in every state, except North Dakota, within 3 years. https://t.co/BRLWTfWzo5"
3685,2019-10-11,Other,"","Pittsburgh","RT @WPXI Have you heard of the spotted lanternfly? It's an invasive bug that's spreading across the country. How you can help prevent it from getting to Pittsburgh, coming up on 11 News at 6:45. https://t.co/E8IYimVWtW"
3686,2019-10-11,Other,"USA.PA.Pittsburgh","Pittsburgh","Have you heard of the spotted lanternfly? It's an invasive bug that's spreading across the country. How you can help prevent it from getting to Pittsburgh, coming up on 11 News at 6:45. https://t.co/E8IYimVWtW"
3687,2019-10-11,Other,"","Pittsburgh","RT @WPXI How you can help prevent an invasive bug from making Pittsburgh home https://t.co/xoQHuhVH68"
3688,2019-10-11,Other,"USA.CA.San Bernardino","","Check out this cool video featuring Mark Hoddle ⁦@UCRentomology⁩ explaining his research on spotted lanternflies: https://t.co/iCmlX2PRiw"
3689,2019-10-11,Other,"","","@BayAreaKING_ @ChanceMoates @professorspicks Still burning? Professor burners are worse than spotted lantern flies!"
3690,2019-10-11,Other,"USA.PA.Harrisburg","","@joeybagovdonuts Is it the Spotted Lantern Fly? Cause I've been doing my part to secure our safety. https://t.co/sQoMcHZECN"
3691,2019-10-11,Other,"USA.PA.Philadelphia","","@alyssakeiko Yeah, the spotted lantern fly is one thing. I can smush a big but how do they expect us to kill the land fish. Do we step on it, hit it with a rock? Tweet out a YouTube DIY or something."
3692,2019-10-11,Other,"USA.PA.Pittsburgh","Pittsburgh","RT @WPXI How you can help prevent an invasive bug from making Pittsburgh home https://t.co/xoQHuhVH68"
3693,2019-10-11,Other,"USA.PA.Pittsburgh","Pittsburgh","RT @WPXI How you can help prevent an invasive bug from making Pittsburgh home https://t.co/xoQHuhVH68"
3694,2019-10-11,Other,"USA.PA.Pittsburgh","Pittsburgh","How you can help prevent an invasive bug from making Pittsburgh home https://t.co/xoQHuhVH68"
3695,2019-10-11,Other,"","","@alyssakeiko I don’t have time for this I have spotted lantern flies to murder"
3696,2019-10-11,Other,"","","RT @99centburrito if u don’t kill spotted lantern flies then we can’t be friends"
3697,2019-10-11,Other,"","https://t.co/89lvdpzisu","RT @RepHoulahan I got to see firsthand the critical research happening at Penn State Berks to combat and eventually eradicate the Spotted Lanternfly, an invasive species that threatens our thriving agricultural industry. I'm fighting at the federal level to secure funding for this research. https://t.co/89lvdpzisu"
3698,2019-10-11,Other,"","","Spotted Lanternfly Quarantine Information https://t.co/pmRl5pBVpH"
3699,2019-10-11,Other,"USA.PA.Philadelphia","","RT @ChescoPlanning Penn State University has been awarded a $7.3 million grant to help advance their research on the invasive #spottedlanternfly. That's great news for the fight against these pesky buggers! https://t.co/hlhHmjab0l"
3700,2019-10-11,Other,"","North Dakota","RT @FriendEden100 @PollyCHaag North Dakota is the only state that lacks any potential area suitable for the invasive species. The most important factor for spotted lanternfly habitat is the average temperature during the dry season."
3701,2019-10-11,Other,"USA.MI.Muskegon","","Willistown Hosting Spotted Lanternfly 'Smash-A-Thon' https://t.co/yXdkvuqe1o"
3702,2019-10-11,Other,"","","@6abc Maybe they eat spotted lanternflies"
3703,2019-10-11,Other,"","https://t.co/89lvdpzisu","RT @RepHoulahan I got to see firsthand the critical research happening at Penn State Berks to combat and eventually eradicate the Spotted Lanternfly, an invasive species that threatens our thriving agricultural industry. I'm fighting at the federal level to secure funding for this research. https://t.co/89lvdpzisu"
3704,2019-10-11,Other,"","North Dakota","RT @FriendEden100 A new destructive invasive pest, called the Spotted Lanternflies, is wreaking havoc in Eastern portions of the U.S. The Department of Agriculture expects the invasive species to cause billions in damage in every state, except North Dakota, within 3 years. https://t.co/BRLWTfWzo5"
3705,2019-10-11,Other,"","North Dakota","RT @FriendEden100 A new destructive invasive pest, called the Spotted Lanternflies, is wreaking havoc in Eastern portions of the U.S. The Department of Agriculture expects the invasive species to cause billions in damage in every state, except North Dakota, within 3 years. https://t.co/BRLWTfWzo5"
3706,2019-10-11,Other,"","","RT @99centburrito if u don’t kill spotted lantern flies then we can’t be friends"
3707,2019-10-11,Other,"","","If you see a spotted lanternfly, kill it and report it to the Department of Agriculture immediately. Harmless to humans but it kills trees and plants. I reported a sighting in my area... https://t.co/lUGujOf8fU"
3708,2019-10-11,Other,"","",".@RepHoulahan got up close and personal with the spotted lanternfly, which threatens grape, tree fruit, hardwood and nursery industries — collectively about $18 billion of the PA’s economy alone. https://t.co/vN5quJgDpF"
3709,2019-10-11,Other,"","North Dakota","RT @FriendEden100 A new destructive invasive pest, called the Spotted Lanternflies, is wreaking havoc in Eastern portions of the U.S. The Department of Agriculture expects the invasive species to cause billions in damage in every state, except North Dakota, within 3 years. https://t.co/BRLWTfWzo5"
3710,2019-10-11,Other,"","","Penn State Receives $7.3 Million Grant To Combat Spotted Lanternfly https://t.co/x6mvKpiXwt"
3711,2019-10-11,Other,"USA.VA.Richmond","","@PennState receives $7.3 million grant to advance spotted lanternfly research https://t.co/uXjlyc7Wk8"
3712,2019-10-11,Other,"","North Dakota","RT @FriendEden100 A new destructive invasive pest, called the Spotted Lanternflies, is wreaking havoc in Eastern portions of the U.S. The Department of Agriculture expects the invasive species to cause billions in damage in every state, except North Dakota, within 3 years. https://t.co/BRLWTfWzo5"
3713,2019-10-11,Other,"USA.DC.Washington, DC","North Dakota","RT @FriendEden100 A new destructive invasive pest, called the Spotted Lanternflies, is wreaking havoc in Eastern portions of the U.S. The Department of Agriculture expects the invasive species to cause billions in damage in every state, except North Dakota, within 3 years. https://t.co/BRLWTfWzo5"
3714,2019-10-11,Other,"","North Dakota","@PollyCHaag North Dakota is the only state that lacks any potential area suitable for the invasive species. The most important factor for spotted lanternfly habitat is the average temperature during the dry season."
3715,2019-10-11,Other,"","https://t.co/89lvdpzisu","RT @RepHoulahan I got to see firsthand the critical research happening at Penn State Berks to combat and eventually eradicate the Spotted Lanternfly, an invasive species that threatens our thriving agricultural industry. I'm fighting at the federal level to secure funding for this research. https://t.co/89lvdpzisu"
3716,2019-10-11,Other,"","North Dakota","RT @FriendEden100 A new destructive invasive pest, called the Spotted Lanternflies, is wreaking havoc in Eastern portions of the U.S. The Department of Agriculture expects the invasive species to cause billions in damage in every state, except North Dakota, within 3 years. https://t.co/BRLWTfWzo5"
3717,2019-10-11,Other,"","PA","RT @SublingualArt GNSI Inktober #10: Insect The spotted lanternfly is native to parts of east Asia, but is an invasive species in PA. Kill on sight! #inktoberday10 #inktober #sciart #insects https://t.co/uzbqbRewgJ"
3718,2019-10-11,Other,"GBR.North West.Carlisle","North Dakota","RT @FriendEden100 A new destructive invasive pest, called the Spotted Lanternflies, is wreaking havoc in Eastern portions of the U.S. The Department of Agriculture expects the invasive species to cause billions in damage in every state, except North Dakota, within 3 years. https://t.co/BRLWTfWzo5"
3719,2019-10-11,Other,"","North Dakota","RT @FriendEden100 A new destructive invasive pest, called the Spotted Lanternflies, is wreaking havoc in Eastern portions of the U.S. The Department of Agriculture expects the invasive species to cause billions in damage in every state, except North Dakota, within 3 years. https://t.co/BRLWTfWzo5"
3720,2019-10-11,Other,"","North Dakota","A new destructive invasive pest, called the Spotted Lanternflies, is wreaking havoc in Eastern portions of the U.S. The Department of Agriculture expects the invasive species to cause billions in damage in every state, except North Dakota, within 3 years. https://t.co/BRLWTfWzo5"
3721,2019-10-10,Other,"","","If u kill a spotted lantern fly w/o posting a pic of it to philly plant exchange, did u really kill it...?"
3722,2019-10-10,Other,"USA.PA.Lancaster","","RT @SenatorMartinPA The latest News for Constituents is now available. Find information on fall activities like leaf spotting and farmers markets as well as how to avoid spreading the spotted lantern fly when selecting firewood.... https://t.co/vJ6Mym0sWy"
3723,2019-10-10,Other,"","⚪, ⚪, ⚪","I am a: ⚪️ Male ⚪️ Female 🔘 PA Resident Interested in: ⚪️ Men ⚪️ Women 🔘 Eliminating spotted lantern flies within a 10 mile radius of my current location"
3724,2019-10-10,Other,"","","RT @east_goshen Interested to learn how to identify spotted lantern fly egg masses??? The Township's SLF guru Gabrielle shows steps 1,2,3!! #slfsmashcampaign https://t.co/GUqW06Qkx6"
3725,2019-10-10,Other,"","","RT @99centburrito if u don’t kill spotted lantern flies then we can’t be friends"
3726,2019-10-10,Spread/Sighting,"","Michigan, https://t.co/ReX3UnSmei","RT @SleepingBearNPS Spotted lanternfly egg masses can be detected from September until June. Not yet found in Michigan, this invasive pest is causing harm out east. Females can lay their eggs on nearly any surface including vehicles. This means the spotted lanternfly can be easily spread. https://t.co/ReX3UnSmei"
3727,2019-10-10,Other,"","","if u don’t kill spotted lantern flies then we can’t be friends"
3728,2019-10-10,Other,"USA.PA.Philadelphia","China, China","Spotted lanternfly? Invasive species from China, gotta kill it. Snakehead fish? Invasive species from China, gotta kill it. I’m not sayin’, I’m just sayin’. https://t.co/5BXeVulO9C"
3729,2019-10-10,Other,"USA.PA.Allentown","","When your wife becomes obsessed with saving your trees from the Spotted Lantern Fly invasion... you upgrade her flip-flop whacking kill method, to a more effective method... the @bugasalt 3.0, special forces style!… https://t.co/c93NY5NWEO"
3730,2019-10-10,Other,"","","I don’t mean to brag but I just killed a spotted lantern fly"
3731,2019-10-10,Other,"","","Spotted Lanternfly is starting to get national attention."
3732,2019-10-10,Other,"USA.PA.Philadelphia","","I just had my first opportunity to squash a spotted lanternfly. It was on the outside of a building so it's a good thing they are sort of slow and disinclined to take wing, because I had to take off my boot to do it. Someone gave me a thumbs up as they walked by."
3733,2019-10-10,Other,"","n’t, China","People say Trump isn’t an environmentalist. He’s been warning us about China for years, and now boom - the spotted lantern fly invades our country and kills our trees and agriculture. Coincidence? I think not. ... (sarcasm)*"
3734,2019-10-10,Spread/Sighting,"","Southbury","The Spotted Lanternfly Spotted in Southbury, Residents Take Heed https://t.co/VoSETzy6B9"
3735,2019-10-10,Other,"USA.CA.San Francisco","","@irockgnomes ok i’m going to jersey city https://t.co/AbWWRDTBKO"
3736,2019-10-10,Other,"USA.NY.New York","","I will officially claim him as my cat. This very good boy helped me find spotted lanternflies to kill. He’s a good kid. https://t.co/ogwi1maHad"
3737,2019-10-10,Other,"","https://t.co/89lvdpzisu","RT @RepHoulahan I got to see firsthand the critical research happening at Penn State Berks to combat and eventually eradicate the Spotted Lanternfly, an invasive species that threatens our thriving agricultural industry. I'm fighting at the federal level to secure funding for this research. https://t.co/89lvdpzisu"
3738,2019-10-10,Other,"USA.PA.Philadelphia","PA","GNSI Inktober #10: Insect The spotted lanternfly is native to parts of east Asia, but is an invasive species in PA. Kill on sight! #inktoberday10 #inktober #sciart #insects https://t.co/uzbqbRewgJ"
3739,2019-10-10,Other,"USA.PA.Philadelphia","https://t.co/89lvdpzisu","I got to see firsthand the critical research happening at Penn State Berks to combat and eventually eradicate the Spotted Lanternfly, an invasive species that threatens our thriving agricultural industry. I'm fighting at the federal level to secure funding for this research. https://t.co/89lvdpzisu"
3740,2019-10-10,Other,"","Philly, Florida","From spotted lanternflies in Philly, to 18-foot pythons in Florida and feral hogs all across the country — here are invasive species that the government wants you to kill. Check out my latest for @USATODAY: https://t.co/qZ8XF4LIJ5"
3741,2019-10-10,Other,"USA.CA.San Francisco","","@ItsCurran What prey tell is a spotted lanternfly?"
3742,2019-10-10,Spread/Sighting,"","","RT @YungFragileBby Killed my first spotted lanternfly today, ma and pa will be so proud of me"
3743,2019-10-10,Other,"","New Jersey","@UrsulaV I just got an alert about Spotted Lanternflies getting into New Jersey."
3744,2019-10-10,Other,"USA.PA.York","Harrisburg","If you see a spotted lanternfly, kill it #PaDutch #PA #Lancaster #York #Harrisburg @PennLive https://t.co/XFLDcbd0MT"
3745,2019-10-10,Other,"","Michigan, https://t.co/ReX3UnSmei","RT @SleepingBearNPS Spotted lanternfly egg masses can be detected from September until June. Not yet found in Michigan, this invasive pest is causing harm out east. Females can lay their eggs on nearly any surface including vehicles. This means the spotted lanternfly can be easily spread. https://t.co/ReX3UnSmei"
3746,2019-10-10,Other,"","","I killed a spotted lantern fly. https://t.co/sqfFDeo2Kf"
3747,2019-10-10,Other,"","Michigan, https://t.co/ReX3UnSmei","RT @SleepingBearNPS Spotted lanternfly egg masses can be detected from September until June. Not yet found in Michigan, this invasive pest is causing harm out east. Females can lay their eggs on nearly any surface including vehicles. This means the spotted lanternfly can be easily spread. https://t.co/ReX3UnSmei"
3748,2019-10-10,Other,"","Michigan, https://t.co/ReX3UnSmei","RT @SleepingBearNPS Spotted lanternfly egg masses can be detected from September until June. Not yet found in Michigan, this invasive pest is causing harm out east. Females can lay their eggs on nearly any surface including vehicles. This means the spotted lanternfly can be easily spread. https://t.co/ReX3UnSmei"
3749,2019-10-10,Other,"","Michigan, https://t.co/ReX3UnSmei","RT @SleepingBearNPS Spotted lanternfly egg masses can be detected from September until June. Not yet found in Michigan, this invasive pest is causing harm out east. Females can lay their eggs on nearly any surface including vehicles. This means the spotted lanternfly can be easily spread. https://t.co/ReX3UnSmei"
3750,2019-10-10,Other,"","","The spotted lantern fly is every freaking where😭😭😭"
3751,2019-10-10,Spread/Sighting,"","Michigan, https://t.co/ReX3UnSmei","Spotted lanternfly egg masses can be detected from September until June. Not yet found in Michigan, this invasive pest is causing harm out east. Females can lay their eggs on nearly any surface including vehicles. This means the spotted lanternfly can be easily spread. https://t.co/ReX3UnSmei"
3752,2019-10-10,Spread/Sighting,"","","I just killed my first 2 Spotted Lantern Flies.. I am a true patriot."
3753,2019-10-10,Other,"USA.PA.Johnstown","","Here is our funny & cringy youtube video against spotted lanternflies! Please share and have a laugh with one another! https://t.co/Tt6iYUKAf7 #lanternfly #killthembugs #spreadawareness @PennsylvaniaDEP @GovernorTomWolf"
3754,2019-10-10,Other,"USA.PA.Philadelphia","","Killed my first spotted lanternfly today, ma and pa will be so proud of me"
3755,2019-10-10,Other,"","","RT @routefifty The spotted lanternfly is damaging PA vineyards and threatening other farm goods and trees. https://t.co/XKPbrvGt5x"
3756,2019-10-10,Other,"USA.PA.Philadelphia","","Thank you helpful stranger and thank you reader for following along on my short but harrowing tale of battle against the spotted lanternfly. If you see one, don’t hesitate. Kill it with a clear conscience. And if you don’t want to dirty your hands (or shoes)—outsource."
3757,2019-10-10,Other,"USA.PA.Philadelphia","Pennsylvania","I was recently made aware of the invasive spotted lanternfly a couple weeks ago after seeing one and thinking it harmless. Apparently, they’re infecting and killing wildlife throughout Pennsylvania. https://t.co/fMWrGXIkif"
3758,2019-10-10,Other,"","Livingston County","Worried about spotted lanternfly, mile-a-minute, or giant hogweed? Join us for this in-depth workshop! GH/MAM/SL Training – Livingston County; 10/29/19; 8:00am-11:30am; Watershed Education Center; *Pesticide credits! * Register by 10/25: info@conesuslake.org or (585) 721-6170 https://t.co/nH735zwWwn"
3759,2019-10-10,Other,"USA.PA.Lancaster","","This spotted lanternfly has met its match: a wheelbug. #SpottedLanternfly https://t.co/dCSmG7CyRd"
3760,2019-10-10,Spread/Sighting,"USA.PA.Philadelphia","","Just killed a spotted lanternfly. Mixed emotions."
3761,2019-10-10,Other,"","","Spotted lantern fly about to catch these hands!!"
3762,2019-10-10,Other,"USA.PA.Philadelphia","","Killed two spotted lantern flies today, I feel accomplished"
3763,2019-10-10,Other,"","","Preying Mantis beheads Spotted Lanternfly. #invasivespecies"
3764,2019-10-10,Other,"USA.PA.Philadelphia","","RT ChescoPlanning: Penn State University has been awarded a $7.3 million grant to help advance their research on the invasive #spottedlanternfly. That's great news for the fight against these pesky buggers! https://t.co/Hipe1fdolE"
3765,2019-10-10,Other,"USA.PA.Philadelphia","","Penn State University has been awarded a $7.3 million grant to help advance their research on the invasive #spottedlanternfly. That's great news for the fight against these pesky buggers! https://t.co/hlhHmjab0l"
3766,2019-10-10,Other,"USA.PA.Allentown","","Literally just had the audacity to sit outside and be like wow there are no spotted lanternflies out AND THEN one crawled in MY HAIR and one FLEW ONTO MY SHOULDER I’m canceling the outdoors"
3767,2019-10-10,Spread/Sighting,"USA.PA.Philadelphia","","@nicholas_scotti and I “spotted” this praying mantis feeding on a spotted lanternfly! Cool to see them helping us get rid of this invasive species! #ecosystemecologynova https://t.co/2c4KXaXBfu"
3768,2019-10-10,Other,"","","@gardengeri #herbchat Trees and grape vines, apparently. https://t.co/KM5RZxeb3A A big problem for our vinyards."
3769,2019-10-10,Other,"USA.GA.Atlanta","","what do Spotted Lantern Fly eat? #herbchat"
3770,2019-10-10,Other,"","","#herbchat https://t.co/KM5RZxeb3A There have been sightings in the surrounding states. Not sure if there have been any local sightings. Its always something."
3771,2019-10-10,Other,"USA.NY.Rochester","","RT @NortheastIPM Spotted Lanternfly starting to get national coverage, like this from The Weather Channel. @StopSLF #Invasive #BadFly https://t.co/kT96B4bXeY"
3772,2019-10-10,Other,"USA.PA.Allentown","","SOS this is happening outside my office. More upsetting than the spotted lantern fly takeover. https://t.co/13woYxB3zO"
3773,2019-10-10,Other,"GBR.Greater London.London","","Spotted Lantern Fly is the pest that the Daily Mail flagged up as the 'next vine terror'. DEFRA say we should be on the lookout for them."
3774,2019-10-10,Other,"","Pennsylvania","RT @PittsburghPG Will the spotted lanternfly be the next big insect infestation in Pennsylvania? https://t.co/083uwtCsJu"
3775,2019-10-10,Other,"USA.NY.New York","U.S.","RT @PestWorld First documented in the U.S. in 2014, the spotted lanternfly has become a problematic invasive species threatening agriculture in a number of eastern regions. Learn more about them, here: https://t.co/YSoNxSVYup #SpottedLanternfly #SLF"
3776,2019-10-10,Other,"USA.FL.Naples","U.S.","RT @PestWorld First documented in the U.S. in 2014, the spotted lanternfly has become a problematic invasive species threatening agriculture in a number of eastern regions. Learn more about them, here: https://t.co/YSoNxSVYup #SpottedLanternfly #SLF"
3777,2019-10-10,Other,"","","PA Town Hosts 'Smash-A-Thon' To Kill Spotted Lanternflies https://t.co/RHNRMniic0"
3778,2019-10-10,Other,"","U.S.","First documented in the U.S. in 2014, the spotted lanternfly has become a problematic invasive species threatening agriculture in a number of eastern regions. Learn more about them, here: https://t.co/YSoNxSVYup #SpottedLanternfly #SLF"
3779,2019-10-10,Other,"","","If the world could come together on all issues the way this region has united in the execution of Spotted Lantern Flies, just imagine what we could accomplish."
3780,2019-10-10,Other,"USA.RI.Providence","Rhode Island, Massachusetts, Connecticut","RT @ecoRInews A tiny, winged invader is making its way up the Mid-Atlantic Coast. Rhode Island is holding out, but only just so. It has already reached Massachusetts and Connecticut, and experts are worried that it could make its way here. https://t.co/tgRyiUxhx7 https://t.co/KMmpJLrTPR"
3781,2019-10-10,Other,"","","The latest News for Constituents is now available. Find information on fall activities like leaf spotting and farmers markets as well as how to avoid spreading the spotted lantern fly when selecting firewood.... https://t.co/vJ6Mym0sWy"
3782,2019-10-10,Other,"USA.PA.Allentown","","Kitty versus the spotted lantern fly #catsofinstagram #cat #badbug @ South Bethlehem, Bethlehem https://t.co/Edv45PISjR"
